TIME,R1,MYO1,R2,MYO2,APPARENT_07_21_RHO,APPARENT_35_21_RHO,CCR
13.215,142.385,-0.128,213.553,-0.015,6.262,6.262,4700.0
13.216,142.385,-0.057,213.555,-0.111,6.262,6.262,4700.0
13.217,142.386,0.127,213.558,0.125,6.262,6.262,4700.0
13.218,142.386,0.077,213.56,0.171,6.262,6.262,4700.0
13.219,142.387,0.036,213.562,-0.012,6.263,6.262,4700.0
13.22,142.387,0.008,213.564,-0.09,6.263,6.262,4700.0
13.221,142.388,-0.092,213.566,-0.201,6.263,6.262,4700.0
13.222,142.388,0.018,213.568,-0.058,6.263,6.262,4700.0
13.223,142.389,-0.021,213.57,0.102,6.263,6.262,4700.0
13.224,142.39,-0.101,213.571,0.063,6.263,6.262,4700.0
13.225,142.39,0.13,213.573,0.063,6.263,6.262,4700.0
13.226,142.391,-0.002,213.575,0.029,6.263,6.262,4700.0
13.227,142.391,-0.145,213.577,0.197,6.263,6.262,4700.0
13.228,142.392,0.066,213.579,-0.007,6.263,6.262,4700.0
13.229,142.393,0.152,213.581,-0.392,6.263,6.263,4700.0
13.23,142.393,0.038,213.582,-0.088,6.263,6.263,4700.0
13.231,142.393,-0.101,213.583,0.198,6.263,6.263,4700.0
13.232,142.393,-0.046,213.584,0.079,6.263,6.263,4700.0
13.233,142.393,0.026,213.586,-0.115,6.263,6.263,4700.0
13.234,142.393,-0.025,213.587,0.002,6.263,6.263,4700.0
13.235,142.393,-0.228,213.588,-0.089,6.263,6.263,4700.0
13.236,142.393,0.034,213.59,-0.017,6.263,6.263,4700.0
13.237,142.393,0.465,213.591,0.44,6.263,6.263,4700.0
13.238,142.393,-0.011,213.592,0.022,6.263,6.263,4700.0
13.239,142.393,-0.263,213.594,-0.202,6.263,6.263,4700.0
13.24,142.395,-0.05,213.596,-0.015,6.263,6.263,4700.0
13.241,142.397,-0.05,213.598,-0.124,6.263,6.263,4700.0
13.242,142.399,0.066,213.6,-0.108,6.263,6.263,4700.0
13.243,142.401,0.052,213.602,0.031,6.263,6.263,4700.0
13.244,142.403,0.014,213.604,0.089,6.263,6.263,4700.0
13.245,142.405,0.151,213.606,-0.107,6.263,6.263,4700.0
13.246,142.407,-0.055,213.609,0.113,6.263,6.263,4700.0
13.247,142.409,-0.274,213.611,0.021,6.263,6.263,4700.0
13.248,142.41,0.042,213.613,-0.042,6.264,6.263,4700.0
13.249,142.412,0.096,213.615,0.388,6.264,6.264,4700.0
13.25,142.413,-0.042,213.618,-0.129,6.264,6.264,4700.0
13.251,142.414,0.117,213.621,-0.189,6.264,6.264,4700.0
13.252,142.415,0.054,213.623,0.018,6.264,6.264,4700.0
13.253,142.416,-0.009,213.626,-0.168,6.264,6.264,4700.0
13.254,142.417,-0.068,213.629,0.007,6.264,6.264,4700.0
13.255,142.418,-0.105,213.631,-0.079,6.264,6.264,4700.0
13.256,142.419,0.05,213.634,0.07,6.264,6.264,4700.0
13.257,142.42,-0.027,213.637,0.103,6.264,6.264,4700.0
13.258,142.42,-0.009,213.639,0.082,6.264,6.264,4700.0
13.259,142.421,0.081,213.642,0.21,6.264,6.264,4700.0
13.26,142.422,0.01,213.644,-0.106,6.264,6.264,4700.0
13.261,142.424,0.064,213.646,-0.067,6.264,6.264,4700.0
13.262,142.425,-0.051,213.648,-0.072,6.264,6.264,4700.0
13.263,142.426,-0.075,213.65,-0.076,6.264,6.265,4700.0
13.264,142.427,0.041,213.652,0.039,6.264,6.265,4700.0
13.265,142.428,-0.132,213.654,-0.156,6.264,6.265,4700.0
13.266,142.429,0.058,213.657,0.014,6.264,6.265,4700.0
13.267,142.43,0.182,213.659,0.051,6.264,6.265,4700.0
13.268,142.431,-0.09,213.661,0.04,6.264,6.265,4700.0
13.269,142.433,0.0,213.663,0.271,6.265,6.265,4700.0
13.27,142.434,-0.015,213.667,0.044,6.265,6.265,4700.0
13.271,142.435,-0.053,213.671,-0.191,6.265,6.265,4700.0
13.272,142.437,0.052,213.675,-0.049,6.265,6.265,4700.0
13.273,142.438,-0.065,213.679,-0.002,6.265,6.265,4700.0
13.274,142.44,0.03,213.683,-0.087,6.265,6.266,4700.0
13.275,142.441,0.063,213.687,0.035,6.265,6.266,4700.0
13.276,142.443,-0.06,213.691,0.035,6.265,6.266,4700.0
13.277,142.444,0.122,213.695,0.034,6.265,6.266,4700.0
13.278,142.446,0.019,213.699,0.069,6.265,6.266,4700.0
13.279,142.447,-0.216,213.703,-0.151,6.265,6.266,4700.0
13.28,142.449,0.031,213.707,-0.084,6.265,6.266,4700.0
13.281,142.451,0.056,213.711,0.061,6.265,6.266,4700.0
13.282,142.452,-0.054,213.715,0.131,6.265,6.266,4700.0
13.283,142.454,0.081,213.719,0.019,6.265,6.267,4700.0
13.284,142.456,0.008,213.723,-0.056,6.266,6.267,4700.0
13.285,142.457,0.019,213.727,0.185,6.266,6.267,4700.0
13.286,142.459,0.058,213.731,-0.047,6.266,6.267,4700.0
13.287,142.461,-0.193,213.735,-0.181,6.266,6.267,4700.0
13.288,142.462,-0.035,213.739,-0.053,6.266,6.267,4700.0
13.289,142.464,0.235,213.743,-0.063,6.266,6.267,4700.0
13.29,142.464,-0.03,213.746,0.073,6.266,6.267,4700.0
13.291,142.464,-0.094,213.75,0.132,6.266,6.267,4700.0
13.292,142.465,0.008,213.753,-0.002,6.266,6.268,4700.0
13.293,142.465,0.028,213.756,-0.063,6.266,6.268,4700.0
13.294,142.465,0.051,213.759,0.087,6.266,6.268,4700.0
13.295,142.465,-0.192,213.762,-0.141,6.266,6.268,4700.0
13.296,142.465,-0.009,213.765,-0.057,6.266,6.268,4700.0
13.297,142.465,0.199,213.768,0.188,6.266,6.268,4700.0
13.298,142.466,-0.094,213.771,-0.068,6.266,6.268,4700.0
13.299,142.466,0.062,213.774,0.121,6.266,6.268,4700.0
13.3,142.467,0.102,213.777,-0.021,6.266,6.268,4700.0
13.301,142.468,-0.109,213.78,-0.117,6.266,6.268,4700.0
13.302,142.469,0.027,213.783,0.024,6.266,6.268,4700.0
13.303,142.47,-0.132,213.786,-0.132,6.266,6.269,4700.0
13.304,142.471,-0.101,213.789,0.105,6.266,6.269,4700.0
13.305,142.473,0.182,213.791,0.013,6.266,6.269,4700.0
13.306,142.474,0.003,213.794,-0.011,6.266,6.269,4700.0
13.307,142.475,0.057,213.797,0.035,6.266,6.269,4700.0
13.308,142.476,0.031,213.8,-0.045,6.266,6.269,4700.0
13.309,142.477,-0.185,213.803,0.124,6.266,6.269,4700.0
13.31,142.477,0.053,213.805,-0.078,6.266,6.269,4700.0
13.311,142.478,0.111,213.807,0.006,6.267,6.269,4700.0
13.312,142.478,-0.002,213.81,0.017,6.267,6.269,4700.0
13.313,142.478,0.036,213.812,-0.15,6.267,6.269,4700.0
13.314,142.479,-0.065,213.814,0.105,6.267,6.269,4700.0
13.315,142.479,-0.209,213.817,-0.067,6.267,6.269,4700.0
13.316,142.479,-0.021,213.819,-0.053,6.267,6.27,4700.0
13.317,142.48,0.053,213.821,0.403,6.267,6.27,4700.0
13.318,142.48,0.054,213.824,-0.011,6.267,6.27,4700.0
13.319,142.48,0.339,213.826,-0.475,6.267,6.27,4700.0
13.32,142.481,0.006,213.828,0.066,6.267,6.27,4700.0
13.321,142.482,-0.279,213.829,0.166,6.267,6.27,4700.0
13.322,142.483,-0.021,213.831,-0.105,6.267,6.27,4700.0
13.323,142.484,-0.014,213.833,0.052,6.267,6.27,4700.0
13.324,142.485,0.002,213.834,-0.032,6.267,6.27,4700.0
13.325,142.486,0.019,213.836,0.144,6.267,6.27,4700.0
13.326,142.487,0.04,213.837,0.156,6.267,6.27,4700.0
13.327,142.488,0.053,213.839,-0.233,6.267,6.27,4700.0
13.328,142.489,-0.067,213.841,-0.02,6.267,6.27,4700.0
13.329,142.49,-0.083,213.842,0.033,6.267,6.27,4700.0
13.33,142.492,0.037,213.845,-0.104,6.267,6.27,4700.0
13.331,142.493,0.058,213.848,0.002,6.267,6.27,4700.0
13.332,142.494,0.001,213.851,0.002,6.267,6.27,4700.0
13.333,142.495,0.012,213.854,0.042,6.267,6.271,4700.0
13.334,142.497,-0.016,213.857,0.041,6.267,6.271,4700.0
13.335,142.498,0.049,213.86,0.046,6.267,6.271,4700.0
13.336,142.499,-0.022,213.863,0.047,6.267,6.271,4700.0
13.337,142.5,-0.055,213.866,0.063,6.267,6.271,4700.0
13.338,142.502,0.046,213.869,-0.027,6.268,6.271,4700.0
13.339,142.503,-0.06,213.872,-0.285,6.268,6.271,4700.0
13.34,142.502,0.032,213.874,-0.04,6.268,6.271,4700.0
13.341,142.502,0.045,213.875,0.206,6.268,6.271,4700.0
13.342,142.501,-0.039,213.876,0.015,6.268,6.271,4700.0
13.343,142.501,0.079,213.877,0.01,6.268,6.271,4700.0
13.344,142.5,-0.055,213.878,0.021,6.267,6.271,4700.0
13.345,142.5,-0.185,213.88,-0.095,6.267,6.271,4700.0
13.346,142.499,0.033,213.881,-0.017,6.267,6.271,4700.0
13.347,142.499,0.02,213.882,-0.01,6.267,6.271,4700.0
13.348,142.498,0.036,213.883,-0.049,6.267,6.271,4700.0
13.349,142.498,0.297,213.884,0.178,6.267,6.271,4700.0
13.35,142.499,-0.037,213.888,0.139,6.267,6.272,4700.0
13.351,142.501,-0.155,213.891,-0.116,6.268,6.272,4700.0
13.352,142.502,0.081,213.894,-0.119,6.268,6.272,4700.0
13.353,142.503,-0.117,213.898,0.019,6.268,6.272,4700.0
13.354,142.505,-0.069,213.901,0.015,6.268,6.272,4700.0
13.355,142.506,-0.014,213.904,-0.065,6.268,6.272,4700.0
13.356,142.508,-0.074,213.908,0.046,6.268,6.272,4700.0
13.357,142.509,0.139,213.911,-0.098,6.268,6.272,4700.0
13.358,142.51,0.076,213.915,-0.022,6.268,6.272,4700.0
13.359,142.512,-0.113,213.918,0.219,6.268,6.272,4700.0
13.36,142.513,0.061,213.921,-0.032,6.268,6.272,4700.0
13.361,142.515,0.047,213.924,-0.034,6.268,6.273,4700.0
13.362,142.517,-0.029,213.927,-0.014,6.268,6.273,4700.0
13.363,142.518,-0.007,213.93,0.015,6.268,6.273,4700.0
13.364,142.52,-0.038,213.933,0.04,6.268,6.273,4700.0
13.365,142.522,0.282,213.936,0.03,6.268,6.273,4700.0
13.366,142.523,-0.028,213.938,0.08,6.268,6.273,4700.0
13.367,142.525,-0.367,213.941,-0.295,6.269,6.273,4700.0
13.368,142.527,-0.011,213.944,-0.03,6.269,6.273,4700.0
13.369,142.528,-0.101,213.947,0.139,6.269,6.273,4700.0
13.37,142.528,0.1,213.949,-0.135,6.269,6.273,4700.0
13.371,142.527,0.191,213.951,0.137,6.269,6.273,4700.0
13.372,142.527,-0.033,213.952,-0.009,6.269,6.273,4700.0
13.373,142.526,0.15,213.954,0.046,6.269,6.273,4700.0
13.374,142.525,0.004,213.956,0.153,6.269,6.274,4700.0
13.375,142.525,0.037,213.958,-0.091,6.269,6.274,4700.0
13.376,142.524,-0.042,213.959,0.042,6.269,6.274,4700.0
13.377,142.524,-0.452,213.961,-0.1,6.269,6.274,4700.0
13.378,142.523,0.016,213.963,-0.173,6.268,6.274,4700.0
13.379,142.522,0.369,213.965,0.02,6.268,6.274,4700.0
13.38,142.522,-0.021,213.967,0.066,6.268,6.274,4700.0
13.381,142.523,-0.069,213.969,0.067,6.268,6.274,4700.0
13.382,142.523,0.027,213.971,0.032,6.268,6.274,4700.0
13.383,142.523,-0.088,213.973,0.038,6.268,6.274,4700.0
13.384,142.523,0.044,213.976,-0.044,6.268,6.274,4700.0
13.385,142.523,0.047,213.978,-0.024,6.268,6.274,4700.0
13.386,142.523,-0.065,213.98,0.021,6.268,6.274,4700.0
13.387,142.523,0.233,213.982,-0.175,6.268,6.274,4700.0
13.388,142.523,0.023,213.985,-0.003,6.268,6.274,4700.0
13.389,142.523,-0.376,213.987,0.287,6.268,6.274,4700.0
13.39,142.525,-0.035,213.99,-0.023,6.269,6.275,4700.0
13.391,142.528,0.136,213.994,-0.128,6.269,6.275,4700.0
13.392,142.53,0.054,213.997,0.037,6.269,6.275,4700.0
13.393,142.532,0.002,214.001,-0.018,6.269,6.275,4700.0
13.394,142.534,0.031,214.004,0.004,6.269,6.275,4700.0
13.395,142.536,0.006,214.007,-0.061,6.269,6.275,4700.0
13.396,142.538,-0.083,214.011,-0.01,6.269,6.275,4700.0
13.397,142.54,0.202,214.014,0.039,6.269,6.275,4700.0
13.398,142.542,-0.025,214.018,-0.017,6.269,6.275,4700.0
13.399,142.544,-0.263,214.021,0.108,6.269,6.275,4700.0
13.4,142.544,0.062,214.022,-0.017,6.269,6.275,4700.0
13.401,142.544,0.057,214.023,-0.107,6.269,6.275,4700.0
13.402,142.544,0.014,214.024,0.025,6.269,6.276,4700.0
13.403,142.544,-0.061,214.025,-0.028,6.269,6.276,4700.0
13.404,142.544,0.003,214.026,0.042,6.269,6.276,4700.0
13.405,142.544,0.098,214.027,0.148,6.269,6.276,4700.0
13.406,142.543,-0.035,214.027,-0.063,6.269,6.276,4700.0
13.407,142.543,0.06,214.028,0.023,6.269,6.276,4700.0
13.408,142.543,0.048,214.029,-0.041,6.269,6.276,4700.0
13.409,142.543,-0.058,214.03,-0.322,6.269,6.276,4700.0
13.41,142.543,-0.079,214.032,0.141,6.269,6.276,4700.0
13.411,142.543,-0.022,214.034,0.197,6.269,6.276,4700.0
13.412,142.542,0.002,214.036,-0.03,6.269,6.276,4700.0
13.413,142.542,0.005,214.038,0.118,6.269,6.276,4700.0
13.414,142.542,0.04,214.039,-0.123,6.269,6.276,4700.0
13.415,142.541,-0.155,214.041,-0.11,6.269,6.276,4700.0
13.416,142.541,0.049,214.043,0.074,6.269,6.276,4700.0
13.417,142.541,0.286,214.045,-0.148,6.269,6.276,4700.0
13.418,142.54,-0.029,214.047,-0.002,6.269,6.276,4700.0
13.419,142.54,-0.153,214.048,0.332,6.269,6.276,4700.0
13.42,142.54,-0.038,214.05,-0.039,6.269,6.276,4700.0
13.421,142.54,0.03,214.051,-0.184,6.269,6.276,4700.0
13.422,142.541,0.012,214.052,0.141,6.269,6.276,4700.0
13.423,142.541,0.051,214.053,-0.045,6.269,6.276,4700.0
13.424,142.541,-0.011,214.054,-0.072,6.269,6.276,4700.0
13.425,142.541,-0.059,214.056,0.004,6.269,6.276,4700.0
13.426,142.541,-0.002,214.057,-0.121,6.269,6.276,4700.0
13.427,142.541,-0.152,214.058,0.124,6.269,6.277,4700.0
13.428,142.541,0.021,214.059,0.062,6.269,6.277,4700.0
13.429,142.542,0.249,214.06,-0.185,6.269,6.277,4700.0
13.43,142.543,0.056,214.062,0.089,6.269,6.277,4700.0
13.431,142.545,-0.194,214.063,0.064,6.269,6.277,4700.0
13.432,142.546,-0.065,214.064,0.009,6.27,6.277,4700.0
13.433,142.548,0.13,214.065,0.042,6.27,6.277,4700.0
13.434,142.55,-0.062,214.066,-0.102,6.27,6.277,4700.0
13.435,142.551,0.251,214.068,0.322,6.27,6.277,4700.0
13.436,142.553,0.087,214.069,-0.048,6.27,6.277,4700.0
13.437,142.554,-0.53,214.07,-0.45,6.27,6.277,4700.0
13.438,142.556,0.029,214.071,0.109,6.27,6.277,4700.0
13.439,142.558,0.176,214.072,-0.104,6.27,6.277,4700.0
13.44,142.558,-0.072,214.074,0.03,6.27,6.277,4700.0
13.441,142.559,0.143,214.075,0.212,6.27,6.277,4700.0
13.442,142.56,-0.012,214.076,-0.032,6.27,6.277,4700.0
13.443,142.56,0.023,214.078,0.127,6.27,6.277,4700.0
13.444,142.561,0.042,214.079,-0.021,6.27,6.277,4700.0
13.445,142.561,-0.228,214.08,0.033,6.27,6.277,4700.0
13.446,142.562,0.03,214.081,-0.058,6.27,6.277,4700.0
13.447,142.563,0.095,214.083,-0.267,6.27,6.277,4700.0
13.448,142.563,-0.009,214.084,0.001,6.27,6.277,4700.0
13.449,142.564,0.229,214.085,0.189,6.27,6.277,4700.0
13.45,142.565,-0.077,214.088,0.106,6.27,6.277,4700.0
13.451,142.566,-0.179,214.091,-0.136,6.27,6.277,4700.0
13.452,142.567,0.02,214.093,0.022,6.27,6.278,4700.0
13.453,142.569,-0.117,214.096,0.043,6.271,6.278,4700.0
13.454,142.57,0.046,214.098,-0.089,6.271,6.278,4700.0
13.455,142.571,-0.071,214.101,-0.01,6.271,6.278,4700.0
13.456,142.572,0.004,214.104,-0.006,6.271,6.278,4700.0
13.457,142.573,0.434,214.106,0.161,6.271,6.278,4700.0
13.458,142.575,-0.013,214.109,-0.006,6.271,6.278,4700.0
13.459,142.576,-0.308,214.112,-0.107,6.271,6.278,4700.0
13.46,142.576,0.063,214.113,0.01,6.271,6.278,4700.0
13.461,142.577,0.029,214.115,-0.031,6.271,6.278,4700.0
13.462,142.578,-0.18,214.116,0.039,6.271,6.278,4700.0
13.463,142.579,0.05,214.118,-0.079,6.271,6.278,4700.0
13.464,142.579,0.061,214.12,0.027,6.271,6.278,4700.0
13.465,142.58,-0.099,214.121,0.043,6.271,6.278,4700.0
13.466,142.581,0.175,214.123,-0.041,6.271,6.278,4700.0
13.467,142.581,0.108,214.124,0.224,6.271,6.278,4700.0
13.468,142.582,-0.195,214.126,-0.056,6.271,6.279,4700.0
13.469,142.583,-0.012,214.128,-0.234,6.271,6.279,4700.0
13.47,142.585,0.129,214.132,0.032,6.271,6.279,4700.0
13.471,142.588,-0.072,214.137,0.028,6.271,6.279,4700.0
13.472,142.59,-0.069,214.142,0.07,6.271,6.279,4700.0
13.473,142.593,0.084,214.147,-0.024,6.272,6.279,4700.0
13.474,142.595,-0.053,214.152,-0.049,6.272,6.279,4700.0
13.475,142.597,0.082,214.157,0.222,6.272,6.279,4700.0
13.476,142.6,0.078,214.162,-0.057,6.272,6.28,4700.0
13.477,142.602,-0.414,214.167,-0.241,6.272,6.28,4700.0
13.478,142.605,0.053,214.172,0.042,6.272,6.28,4700.0
13.479,142.607,0.429,214.177,0.03,6.272,6.28,4700.0
13.48,142.607,-0.131,214.18,0.115,6.272,6.28,4700.0
13.481,142.607,-0.016,214.182,0.016,6.272,6.28,4700.0
13.482,142.607,0.007,214.185,-0.156,6.272,6.28,4700.0
13.483,142.607,-0.12,214.187,0.136,6.272,6.28,4700.0
13.484,142.607,0.126,214.189,0.038,6.272,6.28,4700.0
13.485,142.607,-0.114,214.192,-0.141,6.272,6.28,4700.0
13.486,142.607,0.035,214.194,0.014,6.272,6.28,4700.0
13.487,142.607,-0.029,214.197,-0.036,6.272,6.281,4700.0
13.488,142.607,-0.185,214.199,0.0,6.272,6.281,4700.0
13.489,142.607,0.348,214.201,0.165,6.272,6.281,4700.0
13.49,142.608,-0.014,214.205,0.031,6.272,6.281,4700.0
13.491,142.609,-0.098,214.209,-0.072,6.272,6.281,4700.0
13.492,142.609,0.093,214.213,-0.047,6.272,6.281,4700.0
13.493,142.61,-0.201,214.216,-0.044,6.272,6.281,4700.0
13.494,142.611,0.081,214.22,-0.005,6.272,6.281,4700.0
13.495,142.612,-0.075,214.224,-0.127,6.272,6.281,4700.0
13.496,142.612,-0.046,214.227,0.034,6.272,6.281,4700.0
13.497,142.613,0.241,214.231,0.199,6.272,6.282,4700.0
13.498,142.614,-0.01,214.235,0.033,6.272,6.282,4700.0
13.499,142.615,-0.012,214.239,0.082,6.273,6.282,4700.0
13.5,142.616,-0.141,214.242,-0.073,6.273,6.282,4700.0
13.501,142.617,0.029,214.245,-0.139,6.273,6.282,4700.0
13.502,142.618,0.128,214.249,-0.024,6.273,6.282,4700.0
13.503,142.619,-0.204,214.252,-0.031,6.273,6.282,4700.0
13.504,142.62,0.013,214.255,0.05,6.273,6.282,4700.0
13.505,142.621,0.021,214.259,-0.057,6.273,6.282,4700.0
13.506,142.622,0.019,214.262,0.096,6.273,6.282,4700.0
13.507,142.623,0.235,214.265,0.163,6.273,6.283,4700.0
13.508,142.624,-0.087,214.268,-0.11,6.273,6.283,4700.0
13.509,142.625,-0.132,214.272,-0.091,6.273,6.283,4700.0
13.51,142.627,0.068,214.276,-0.036,6.273,6.283,4700.0
13.511,142.629,-0.056,214.281,0.082,6.273,6.283,4700.0
13.512,142.631,-0.023,214.286,0.047,6.273,6.283,4700.0
13.513,142.633,0.046,214.291,-0.075,6.273,6.283,4700.0
13.514,142.635,-0.031,214.295,0.024,6.273,6.283,4700.0
13.515,142.637,-0.044,214.3,-0.049,6.274,6.284,4700.0
13.516,142.639,0.051,214.305,-0.009,6.274,6.284,4700.0
13.517,142.642,-0.025,214.309,0.179,6.274,6.284,4700.0
13.518,142.644,0.015,214.314,-0.061,6.274,6.284,4700.0
13.519,142.646,0.229,214.319,-0.141,6.274,6.284,4700.0
13.52,142.647,-0.076,214.321,0.131,6.274,6.284,4700.0
13.521,142.648,-0.106,214.324,-0.08,6.274,6.284,4700.0
13.522,142.649,-0.001,214.327,-0.032,6.274,6.284,4700.0
13.523,142.65,-0.087,214.329,0.076,6.274,6.284,4700.0
13.524,142.652,0.076,214.332,-0.109,6.274,6.285,4700.0
13.525,142.653,-0.212,214.334,0.137,6.274,6.285,4700.0
13.526,142.654,0.033,214.337,-0.071,6.274,6.285,4700.0
13.527,142.655,0.375,214.34,0.127,6.274,6.285,4700.0
13.528,142.656,-0.082,214.342,0.183,6.274,6.285,4700.0
13.529,142.658,-0.058,214.345,-0.445,6.274,6.285,4700.0
13.53,142.659,-0.038,214.349,0.087,6.274,6.285,4700.0
13.531,142.66,-0.087,214.353,0.047,6.275,6.285,4700.0
13.532,142.661,0.017,214.357,-0.125,6.275,6.285,4700.0
13.533,142.662,0.023,214.361,0.186,6.275,6.285,4700.0
13.534,142.663,0.089,214.365,-0.097,6.275,6.286,4700.0
13.535,142.664,-0.083,214.369,0.198,6.275,6.286,4700.0
13.536,142.665,-0.04,214.373,0.026,6.275,6.286,4700.0
13.537,142.666,0.125,214.377,-0.263,6.275,6.286,4700.0
13.538,142.667,-0.019,214.381,0.111,6.275,6.286,4700.0
13.539,142.668,-0.088,214.385,0.024,6.275,6.286,4700.0
13.54,142.669,-0.018,214.386,-0.044,6.275,6.286,4700.0
13.541,142.67,0.117,214.388,0.044,6.275,6.286,4700.0
13.542,142.671,0.084,214.389,0.012,6.275,6.286,4700.0
13.543,142.672,-0.135,214.39,-0.057,6.275,6.286,4700.0
13.544,142.674,-0.107,214.392,-0.011,6.275,6.286,4700.0
13.545,142.675,-0.034,214.393,-0.202,6.275,6.286,4700.0
13.546,142.676,-0.013,214.394,-0.033,6.275,6.286,4700.0
13.547,142.677,0.248,214.396,0.541,6.275,6.286,4700.0
13.548,142.678,0.114,214.397,0.018,6.275,6.286,4700.0
13.549,142.679,-0.233,214.398,-0.337,6.275,6.286,4700.0
13.55,142.68,-0.009,214.401,-0.028,6.275,6.287,4700.0
13.551,142.68,0.003,214.404,-0.014,6.275,6.287,4700.0
13.552,142.68,-0.064,214.406,0.08,6.275,6.287,4700.0
13.553,142.681,0.159,214.409,-0.038,6.275,6.287,4700.0
13.554,142.681,-0.019,214.411,0.014,6.275,6.287,4700.0
13.555,142.681,0.103,214.414,0.29,6.275,6.287,4700.0
13.556,142.682,0.04,214.417,-0.112,6.275,6.287,4700.0
13.557,142.682,-0.533,214.419,-0.384,6.275,6.287,4700.0
13.558,142.682,0.013,214.422,0.013,6.275,6.287,4700.0
13.559,142.683,0.418,214.425,0.143,6.276,6.287,4700.0
13.56,142.682,-0.018,214.426,0.075,6.275,6.287,4700.0
13.561,142.682,-0.073,214.427,0.036,6.275,6.287,4700.0
13.562,142.681,0.01,214.428,-0.072,6.275,6.287,4700.0
13.563,142.681,0.034,214.429,0.142,6.275,6.287,4700.0
13.564,142.681,-0.015,214.431,0.057,6.275,6.287,4700.0
13.565,142.68,0.087,214.432,-0.113,6.275,6.287,4700.0
13.566,142.68,-0.027,214.433,0.053,6.275,6.288,4700.0
13.567,142.679,-0.217,214.434,-0.219,6.275,6.288,4700.0
13.568,142.679,0.074,214.436,-0.065,6.275,6.288,4700.0
13.569,142.679,0.08,214.437,0.272,6.275,6.288,4700.0
13.57,142.679,-0.021,214.439,-0.106,6.275,6.288,4700.0
13.571,142.68,-0.027,214.442,-0.022,6.275,6.288,4700.0
13.572,142.68,-0.01,214.444,0.117,6.275,6.288,4700.0
13.573,142.681,0.032,214.446,-0.174,6.275,6.288,4700.0
13.574,142.681,-0.071,214.448,-0.031,6.275,6.288,4700.0
13.575,142.682,-0.11,214.451,-0.016,6.275,6.288,4700.0
13.576,142.683,0.031,214.453,-0.002,6.276,6.288,4700.0
13.577,142.683,0.334,214.455,0.545,6.276,6.288,4700.0
13.578,142.684,0.114,214.458,0.083,6.276,6.288,4700.0
13.579,142.684,-0.178,214.46,-0.66,6.276,6.288,4700.0
13.58,142.686,-0.068,214.462,-0.038,6.276,6.288,4700.0
13.581,142.688,-0.084,214.464,0.214,6.276,6.288,4700.0
13.582,142.689,-0.021,214.466,-0.034,6.276,6.288,4700.0
13.583,142.691,0.01,214.468,0.012,6.276,6.289,4700.0
13.584,142.692,-0.038,214.47,-0.057,6.276,6.289,4700.0
13.585,142.694,-0.19,214.471,0.026,6.276,6.289,4700.0
13.586,142.696,0.023,214.473,-0.008,6.276,6.289,4700.0
13.587,142.697,0.37,214.475,0.128,6.276,6.289,4700.0
13.588,142.699,0.084,214.477,0.087,6.276,6.289,4700.0
13.589,142.701,-0.033,214.479,-0.192,6.276,6.289,4700.0
13.59,142.701,-0.069,214.483,0.071,6.276,6.289,4700.0
13.591,142.701,-0.154,214.487,-0.073,6.276,6.289,4700.0
13.592,142.702,-0.03,214.491,-0.085,6.276,6.289,4700.0
13.593,142.702,0.05,214.495,0.153,6.276,6.289,4700.0
13.594,142.702,0.038,214.499,-0.012,6.276,6.289,4700.0
13.595,142.703,0.005,214.503,0.218,6.276,6.29,4700.0
13.596,142.703,0.07,214.507,-0.015,6.276,6.29,4700.0
13.597,142.704,-0.099,214.511,-0.476,6.276,6.29,4700.0
13.598,142.704,-0.116,214.515,0.029,6.276,6.29,4700.0
13.599,142.704,0.062,214.519,0.21,6.276,6.29,4700.0
13.6,142.706,0.021,214.521,-0.08,6.277,6.29,4700.0
13.601,142.707,0.048,214.524,0.104,6.277,6.29,4700.0
13.602,142.709,0.084,214.526,0.065,6.277,6.29,4700.0
13.603,142.71,-0.014,214.528,-0.017,6.277,6.29,4700.0
13.604,142.712,-0.099,214.531,0.083,6.277,6.29,4700.0
13.605,142.713,0.147,214.533,-0.072,6.277,6.29,4700.0
13.606,142.715,-0.001,214.535,-0.011,6.277,6.29,4700.0
13.607,142.716,-0.308,214.537,-0.173,6.277,6.291,4700.0
13.608,142.718,0.083,214.54,-0.08,6.277,6.291,4700.0
13.609,142.72,0.141,214.542,0.289,6.277,6.291,4700.0
13.61,142.721,-0.023,214.545,-0.094,6.277,6.291,4700.0
13.611,142.723,-0.01,214.549,-0.001,6.277,6.291,4700.0
13.612,142.725,0.023,214.552,0.121,6.277,6.291,4700.0
13.613,142.727,0.119,214.556,-0.187,6.277,6.291,4700.0
13.614,142.729,-0.071,214.559,0.018,6.278,6.291,4700.0
13.615,142.731,-0.086,214.562,-0.032,6.278,6.291,4700.0
13.616,142.733,-0.016,214.566,-0.012,6.278,6.291,4700.0
13.617,142.735,-0.182,214.569,0.263,6.278,6.291,4700.0
13.618,142.737,-0.001,214.573,-0.013,6.278,6.292,4700.0
13.619,142.739,0.258,214.576,-0.169,6.278,6.292,4700.0
13.62,142.739,0.121,214.578,0.026,6.278,6.292,4700.0
13.621,142.74,-0.073,214.58,-0.058,6.278,6.292,4700.0
13.622,142.74,-0.051,214.582,-0.091,6.278,6.292,4700.0
13.623,142.741,-0.008,214.584,0.08,6.278,6.292,4700.0
13.624,142.742,0.032,214.586,0.039,6.278,6.292,4700.0
